0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
55.058461598477464,37.511242578918676,49.07547400152184,60.67308367381001,35.785239254979956,49.20511031550778,128.29843252337446,127.80783467128686,70.98628736963444,87.09064137295789,35.61579172054764,15.808432217867686,16.633245333070732,3.4755972475997736,13.427218522148117,63.49250200653279,59.864859543446016,136.9693559601448,68.00975409177734,34.62401676791629,124.46564595110246,53.904039886863536,51.519384605478294,17.225439177789333
33.97624982836505,41.99660661477759,18.318009826078622,42.08630789719989,29.18850358146151,47.7805796926164,54.692401837257854,174.1848923877571,89.45336239811367,36.682105737889145,61.65653447008958,9.012407150260799,16.4098292662821,2.9537111063525243,24.138976679742374,92.52994227199397,146.5540957097728,129.25388718425842,109.01520138640855,82.1278170135579,25.099882825099325,40.56420637334286,39.63562765340478,70.83384008632858
51.958270363761336,8.265277203470788,43.541835876651,29.76166705725567,27.81540399449274,70.13898814881148,109.79623388423835,134.8122250922175,56.011690309483136,60.25981016068674,51.70808448592217,28.779906144101233,11.765573894544293,22.911336512532056,30.128955701837242,39.24509662891435,150.2200282085128,193.23696154282445,111.27347620821773,137.90103138488402,87.20521584535766,42.58176662566164,58.131401123939305,81.22158983566494
44.27452270802348,68.16358580465212,-6.797641279934626,49.314820570878624,41.56684722828708,47.59956807596978,78.0969262080732,10.03142890081183,81.10328854258077,81.24904600262,74.9273544060157,15.335568035537172,9.542668180470985,19.355233259673966,84.71585717795601,97.57472994448293,83.77686991353157,147.71644138812124,120.02376317876109,136.40957334528102,51.30570808163935,51.15312204186026,41.17756655452645,16.38807712034624
50.99643561055767,44.69899489923801,38.08744010858608,32.19968843932262,14.523326643092545,44.58902826155736,63.43338506722153,60.70264674077579,83.46792867752663,82.72760198965796,83.19526449951323,21.57120031548655,16.738465137378657,24.16248344763062,8.193177186925881,83.98584426406745,112.98139539208081,253.01507407420547,105.04532007257691,107.89114888476193,73.82847777244804,28.445692984272636,75.71351332658796,64.24175350603433
61.0183969276217,23.6310258136947,61.98778271700729,13.29001278276505,50.563427688404865,109.21377673879697,41.569399026839264,70.7907720594815,94.03588028604946,54.14051689533973,13.599065520910813,20.617066773254248,7.829449932348792,30.327914844645793,35.17554567568731,144.2849909919209,71.22896202935627,102.60867812489352,157.09951599888043,42.38055047244841,82.67677279288938,95.29285436562556,13.831627222372378,51.98809134429777
50.26262658353058,54.07281169199159,16.8481428439848,14.608602868034723,49.394948181104155,62.35037066252135,83.45413369917333,109.81066095599571,62.45899877607112,77.31599146057161,50.9347175842983,13.570837237762689,27.593977950227107,30.33062036025761,27.834805575528488,110.11317553024399,61.75325732374758,162.50256860209242,174.95732121363315,59.91583089046438,107.51394436199585,71.14508502728546,68.49635359987603,88.97072842532526
40.03089065094187,26.432749041565184,22.78930325340355,22.783873383559897,38.61216923054612,63.44351137671194,84.33831447738814,130.36208389629002,90.52657662105523,115.78632343045547,39.64069912693139,44.48152249930657,19.223254597413792,15.35697749031682,31.08590255234997,103.45456988305185,98.93859212637038,158.55602668097296,139.49004707168095,91.88656398391869,46.420712015191334,19.099124933481654,39.953413578492025,66.49821395738701
49.33539831863663,17.576701983184215,40.96139383205521,42.242141551607155,24.090566148379608,58.80469637215181,76.9645442475525,46.138019767740865,104.49038809410547,87.66471258059939,66.93178767429936,29.484218468314126,5.7007317662896355,14.449468300954868,73.90595221463381,104.65231262239199,135.49486047214938,328.04750049535494,144.5435839283714,143.5454311177206,107.19755951789558,77.58756378525655,42.906441995592225,64.39373516265458
29.35028940561417,35.73726507867984,29.700283332122332,37.326361058058424,81.66385420012315,8.785186483354233,98.16128142513983,26.056396506642393,70.88675943552795,104.30194380447203,46.30167038668313,10.300296998636245,10.171699962495214,32.6454746755151,40.28010094363731,93.27954105151053,112.2558060752388,84.81358122928587,225.94910662258562,122.10003820409499,6.651437700305757,65.03426649877454,35.109804542711274,66.41256003159843
